    ,user,movie
35444,222,1192
35443,1139,35002
35442,3701,5532
35441,75,19862
35440,1426,14627
35439,684,4517
35438,1615,14937
35437,4317,24277
35434,1069,967
35433,4261,15847
35432,2399,1972
35431,2448,777
35430,1293,20737
35429,173,4512
35428,614,9262
35427,229,3907
35426,1734,22652
35425,1958,4707
35423,1125,32717
35422,3603,2312
35421,2819,672
35419,2749,2352
35417,607,24742
35416,19,5902
35415,2448,3412
35414,1825,6627
35413,341,1647
35412,2805,1907
35411,754,2737
35410,446,14832
35409,1153,402
35408,75,30832
35407,89,5447
35406,82,1927
35405,3407,2057
35404,180,33217
35403,320,4122
35402,1538,11187
35400,320,4812
35399,68,7657
35398,677,4437
35397,1615,4162
35395,3113,2622
35394,845,2172
35392,278,1302
35391,82,8297
35389,1006,1382
35387,1573,17087
35385,180,1357
35384,2098,6562
35383,75,15252
35382,82,32547
35381,1111,4262
35379,3981,5587
35378,1265,6107
35377,4128,342
35376,383,7457
35374,712,16402
35373,194,1247
35372,285,6882
35370,1125,1957
35367,971,12982
35366,1426,18027
35365,740,12197
35364,1783,3307
35363,3498,2277
35362,82,16342
35360,1958,3517
35359,1111,1607
35356,1216,2947
35355,467,13857
35354,3253,38312
35353,3274,2992
35352,180,9567
35351,2140,16427
35350,2035,3927
35349,61,6647
35348,75,34097
35347,75,8022
35346,1909,2372
35343,1559,5907
35341,607,4757
35340,2763,5132
35339,873,4442
35338,2133,6157
35337,124,9282
35336,89,1092
35335,957,6987
35333,208,3217
35332,397,8667
35331,19,7197
35330,3750,1777
35329,922,20552
35328,3288,5172
35327,873,7272
35325,992,1107
35324,936,21927
35323,3302,3407
35322,1202,21502
35321,75,27992
35320,383,10362
35318,663,2472
35317,131,41027
35316,705,2597
35314,4366,5697
35313,1328,11942
35312,404,5142
35311,383,4757
35310,1895,1522
35306,747,2057
35305,1615,3897
35303,635,31677
35302,215,1682
35301,2994,3057
35300,1699,6117
35299,922,1352
35297,3666,337
35296,845,13877
35295,1811,11427
35294,1132,532
35293,1475,3322
35292,2077,11117
35291,1629,2377
35290,2287,5627
35288,1041,24937
35287,2574,832
35286,180,7377
35284,285,8187
35283,2763,15157
35282,390,13367
35280,1426,1612
35279,488,8452
35278,306,2057
35276,82,4027
35275,271,1217
35274,3183,3762
35272,810,9167
35271,2021,1007
35270,873,15587
35267,467,5227
35266,607,3417
35265,2021,1957
35264,1566,1712
35263,2077,8202
35262,82,29032
35261,82,1872
35260,747,25987
35259,712,7842
35258,404,3177
35257,971,36757
35256,1797,2162
35255,2441,7222
35253,3288,8387
35252,1174,24027
35251,1608,17217
35250,397,25572
35249,614,5347
35248,908,13432
35246,936,11622
35244,1202,2012
35243,1587,4107
35242,1013,1827
35241,698,12197
35240,1468,5117
35239,894,10177
35237,1146,967
35236,404,3677
35235,1300,35707
35234,887,7947
35233,82,12382
35232,635,1107
35231,733,532
35230,936,8217
35229,306,7717
35228,264,2002
35227,201,692
35226,1468,7757
35225,75,27377
35224,3806,10527
35223,2315,1007
35222,614,527
35221,747,2837
35219,397,6627
35217,264,10357
35216,3078,322
35214,75,4167
35213,1237,12052
35212,173,9082
35211,1545,4902
35210,1412,1292
35209,2532,12837
35208,887,4832
35207,1202,6587
35206,544,5172
35205,1741,1292
35204,2294,13617
35203,201,6352
35202,3064,26827
35201,838,6592
35200,2791,5112
35199,2119,1957
35198,726,2037
35197,810,19887
35196,985,2082
35194,873,8547
35193,1426,9042
35192,1328,1107
35191,747,5227
35190,3155,21982
35189,2553,2522
35187,474,21037
35186,1839,2077
35184,887,4077
35182,2399,1282
35181,614,4562
35179,75,3192
35178,502,5777
35177,544,5902
35176,607,25642
35175,3120,3222
35174,922,31482
35173,404,13502
35172,1895,23462
35171,2070,22362
35170,1804,6832
35169,271,1277
35168,873,797
35167,2175,942
35164,2833,357
35163,4023,7707
35162,82,4927
35161,1111,4237
35160,474,8487
35157,614,11842
35156,3092,29182
35155,1216,3177
35154,180,34947
35153,2588,1877
35152,2665,23287
35151,257,6422
35150,1769,2312
35149,4170,297
35148,614,5432
35147,3988,352
35146,1258,7292
35145,12,12127
35141,222,927
35140,1783,2857
35139,740,4402
35138,2434,10277
35137,446,2667
35136,313,15112
35135,1146,2987
35133,1041,29902
35132,3274,13052
35129,887,2517
35128,1300,16547
35125,1097,14492
35124,3904,1182
35123,4156,3047
35119,1797,1957
35118,271,21677
35117,1111,1817
35116,2189,3627
35115,894,14567
35114,2259,307
35113,2574,4622
35112,1013,8042
35111,635,35927
35110,383,1297
35109,117,1232
35107,1174,2587
35106,607,29992
35105,754,12077
35103,2070,7142
35102,1426,7337
35101,684,7207
35100,1300,12407
35099,3862,1352
35098,1951,15917
35097,4366,28762
35096,985,8042
35094,1531,11267
35093,3022,44307
35091,635,3597
35090,4142,3032
35089,4513,3102
35087,432,11462
35086,1174,5177
35085,3232,9852
35083,2154,4617
35082,1139,1892
35081,19,3547
35080,82,22272
35078,1195,1212
35077,1251,1262
35076,75,12037
35075,285,7062
35072,677,102
35071,341,29992
35070,1447,23927
35069,2189,402
35067,1097,1732
35065,19,1412
35064,677,2312
35063,124,2517
35062,1692,16632
35060,124,8477
35058,537,1572
35057,936,5112
35056,2231,3452
35054,12,1412
35053,2385,17147
35051,383,9617
35050,1531,957
35049,19,19957
35048,3540,9167
35047,789,6482
35046,789,2792
35044,614,9327
35043,208,10982
35039,376,4282
35038,3323,19267
35037,1118,4827
35036,1111,8492
35035,1237,2422
35034,887,6087
35033,1237,25957
35032,2315,9487
35030,19,1302
35029,3232,2462
35028,82,2992
35027,61,17077
35024,383,2412
35022,306,7167
35021,3323,102
35019,110,6447
35018,1636,1262
35017,208,2107
35014,1013,177
35013,1713,5752
35012,2427,35342
35010,4590,927
35009,131,417
35008,152,1987
35007,761,662
35006,341,1957
35005,110,152
35003,2637,14327
35002,2994,9402
35001,4002,1172
35000,600,3957
34999,2343,12102
34998,838,727
34997,3498,24387
34996,1713,6627
34995,1839,13387
34994,1559,22627
34993,54,2627
34992,1237,1292
34991,1349,4962
34990,397,3852
34989,285,9987
34987,537,9297
34986,684,16862
34984,299,8042
34983,2126,532
34982,1111,5857
34981,4618,6002
34979,124,4162
34978,817,277
34977,3057,5117
34976,1433,522
34975,2301,15957
34973,3106,362
34971,1111,23647
34970,3694,7812
34969,82,11427
34968,257,2132
34967,4149,3062
34966,775,662
34964,2350,2082
34963,481,13662
34962,404,1522
34961,2686,32062
34960,1587,18532
34959,110,13792
34957,971,4657
34956,936,1367
34954,1146,262
34953,2196,6587
34952,2035,6552
34950,4590,4582
34949,614,9402
34947,201,8372
34945,558,1202
34944,355,532
34943,3645,1817
34942,1293,29547
34941,1258,16407
34940,453,13792
34939,89,4082
34938,1328,11207
34937,3351,22127
34936,3925,5637
34935,1202,9512
34932,831,692
34931,3575,10622
34930,1223,492
34929,271,10772
34928,1020,2117
34927,1790,1547
34925,439,24597
34924,544,1982
34923,2224,402
34922,173,10137
34921,264,18557
34920,2126,1637
34919,936,832
34918,194,1327
34917,2868,1637
34916,1734,13897
34915,19,17082
34914,2315,10137
34912,4212,20077
34911,1979,30242
34907,3022,4142
34906,390,7157
34904,4219,3337
34903,1797,18182
34902,2238,5207
34901,1545,9957
34900,887,6107
34899,12,6772
34898,2910,4512
34897,1244,13067
34896,117,547
34892,257,6902
34889,306,3062
34888,2511,13142
34887,2910,422
34886,1328,4012
34885,810,667
34884,2931,4122
34883,75,6562
34882,285,257
34881,502,4692
34879,1874,14442
34878,61,28112
34877,530,25122
34876,1790,2542
34875,1783,967
34874,635,5907
34873,1188,37
34871,1174,34837
34870,873,642
34869,208,2407
34868,789,257
34867,383,3952
34866,2532,3312
34865,1328,3097
34864,201,1502
34863,257,27387
34862,257,33637
34861,1538,8322
34860,61,7822
34858,201,1222
34857,376,7542
34856,1405,3162
34855,3813,717
34850,1125,7822
34849,1811,302
34846,320,10577
34844,1174,33132
34843,908,13912
34841,1251,2117
34840,908,25247
34839,1909,26222
34838,1041,182
34836,103,1037
34835,1762,1182
34834,124,12247
34833,712,35002
34831,992,237
34830,2189,337
34829,82,31777
34828,2343,3212
34827,537,122
34826,82,15537
34825,1300,2547
34824,54,21642
34823,824,392
34822,439,7107
34821,698,10397
34820,1251,7152
34819,3281,4147
34818,61,72
34817,3134,7157
34815,1139,2657
34813,2350,15172
34812,89,5442
34811,404,11972
34810,2084,1982
34809,684,1632
34808,712,22542
34807,530,31482
34806,152,10417
34805,222,402
34804,1685,6757
34803,1825,2992
34801,201,4522
34799,12,36972
34797,1118,6512
34796,2728,20497
34795,488,4262
34794,2301,11427
34793,404,5312
34791,908,532
34789,1909,3467
34788,936,927
34787,2189,8317
34786,1692,10112
34785,3855,1907
34783,3617,2997
34782,278,1672
34780,4226,18862
34779,12,2052
34778,558,6217
34777,3071,39282
34775,4457,237
34774,922,1262
34773,124,802
34772,12,18057
34771,1559,277
34770,747,5292
34769,747,7292
34768,4303,472
34767,2098,2997
34765,2854,8217
34764,4170,1702
34763,383,442
34761,1293,24692
34760,1258,1037
34759,922,9047
34758,2070,427
34757,89,2497
34756,271,727
34754,726,2217
34753,3225,857
34752,4205,362
34750,747,23462
34749,1090,882
34747,201,11187
34744,502,3462
34743,26,11587
34742,1286,2782
34741,1538,27322
34737,1146,1502
34735,2714,302
34734,3736,12207
34733,719,1037
34731,873,5532
34730,1258,6567
34729,2112,18327
34728,432,5257
34727,4408,1212
34726,2448,14687
34725,873,762
34724,873,33597
34721,1468,39892
34720,201,10322
34719,2833,7367
34718,684,1197
34717,3099,5907
34716,922,4437
34715,2399,2442
34713,75,21782
34709,901,4112
34708,1328,33162
34707,607,5057
34704,1615,3057
34703,964,42482
34701,1860,14317
34700,621,237
34698,1741,18187
34696,1125,6722
34694,614,5812
34693,54,9047
34692,264,23252
34691,705,2917
34690,404,5282
34689,1776,3912
34688,1237,57
34686,3113,3852
34685,1104,3297
34684,908,762
34683,1741,5002
34682,1587,3307
34681,75,45312
34679,3085,4822
34678,2385,14442
34677,3477,2602
34676,866,1832
34675,1300,34617
34674,2301,2462
34673,3939,72
34672,180,5172
34671,285,8992
34670,2021,502
34669,1244,6642
34668,1125,21127
34667,2497,2802
34666,740,12147
34665,2364,27717
34664,894,13812
34663,1300,21032
34662,3197,15022
34660,1405,2752
34659,180,17467
34657,873,8677
34655,971,10177
34654,4184,6402
34653,2945,5757
34652,152,8302
34649,1608,12772
34647,1034,582
34646,2665,247
34645,740,12082
34644,1405,27612
34643,222,11737
34642,1615,12502
34641,852,1487
34640,285,23087
34638,1153,3367
34637,61,357
34636,362,6567
34633,201,1457
34632,376,6337
34630,1398,1622
34629,1685,19802
34628,1909,16812
34626,2371,6462
34625,3477,9552
34624,1097,25022
34623,404,39107
34622,383,7377
34621,1426,11652
34620,803,987
34619,89,7667
34618,1685,7992
34617,4149,6227
34616,75,22592
34614,180,17927
34613,2406,32042
34612,873,26827
34611,1727,13147
34609,3190,3177
34608,271,16997
34607,1426,1567
34606,614,5807
34604,887,15372
34603,1531,13547
34602,201,14687
34601,3736,2327
34599,19,622
34597,2077,1692
34596,1006,1127
34595,313,7742
34593,320,10807
34592,3225,1037
34589,89,442
34588,1790,1907
34587,1041,8902
34586,292,927
34585,803,17672
34584,19,5062
34583,873,22892
34582,1622,422
34580,439,1672
34579,1776,9402
34578,3183,3167
34577,306,272
34575,614,18412
34574,110,18627
34572,110,1312
34571,299,3787
34570,1426,592
34569,838,17107
34568,1202,14832
34567,712,7802
34563,3302,8182
34562,110,3622
34559,4408,12287
34558,82,37822
34557,3204,727
34556,12,7222
34554,1755,14617
34553,334,5112
34551,3729,15617
34550,1867,52
34549,12,6372
34548,3113,2112
34547,82,4457
34546,922,17057
34545,1664,392
34544,271,4012
34543,1678,672
34542,75,15497
34540,404,25552
34539,796,4622
34538,2448,12947
34537,712,37287
34536,208,11792
34534,1629,1192
34533,2749,31927
34531,544,7332
34529,208,4642
34527,1426,5757
34524,3015,2372
34523,4534,13507
34522,1041,30687
34521,789,4502
34519,1587,2517
34518,383,3792
34517,2770,7112
34515,222,14727
34514,3477,3192
34513,635,8432
34511,54,6712
34510,810,32922
34509,26,6887
34508,110,72
34507,3841,417
34506,2021,887
34505,3225,592
34503,383,12222
34502,3120,457
34501,782,7262
34500,75,4327
34499,3498,122
34497,180,1387
34496,481,13332
34495,362,727
34493,754,1842
34492,698,14182
34491,2532,8287
34488,481,11652
34487,810,39822
34486,2826,402
34485,89,5147
34484,2973,892
34483,1426,4327
34482,1517,7102
34480,2315,19017
34479,614,2112
34478,1230,30822
34477,684,137
34476,2511,2437
34475,1426,5227
34474,481,5382
34472,1125,20102
34471,2035,6682
34470,194,247
34468,1398,1397
34467,1629,7872
34466,1104,682
34465,201,18132
34464,2385,23562
34463,2448,2862
34462,873,452
34461,299,17212
34458,12,35162
34457,4149,4722
34456,747,1602
34455,4254,642
34454,1426,6837
34452,285,3637
34451,894,25357
34450,362,2017
34449,110,1222
34448,110,557
34447,4583,542
34445,1440,27862
34444,481,977
34443,754,1892
34442,873,17672
34440,334,277
34439,82,26077
34438,908,7082
34437,26,10452
34436,747,17327
34435,3918,28427
34434,2805,717
34433,3099,5027
34432,719,102
34431,1685,2997
34430,670,19272
34429,1237,6627
34428,2077,9957
34427,2301,9022
34426,3176,5587
34424,320,532
34423,2700,8647
34422,635,4737
34421,306,5372
34420,1174,9502
34419,75,6327
34418,68,21837
34414,2994,6562
34413,698,22482
34412,1853,457
34411,3645,9042
34410,110,1762
34409,1853,1972
34408,3274,12982
34407,1055,3027
34406,796,27057
34405,1153,5442
34404,2756,9402
34403,1013,887
34401,1629,1197
34400,922,8437
34399,754,6627
34398,1741,16757
34397,2028,2997
34396,1706,21507
34395,285,21347
34394,3855,4642
34393,341,8362
34392,908,8912
34391,1804,11647
34390,894,7582
34387,1006,417
34386,1041,7212
34385,208,1592
34383,1111,147
34382,278,2827
34381,3197,19742
34380,82,25867
34379,320,1877
34378,1713,6937
34375,75,3927
34373,2700,2202
34372,957,4327
34371,635,42907
34369,1615,6532
34368,936,42097
34367,481,18982
34366,2070,10177
34365,3946,47
34364,1426,31952
34363,446,27502
34362,1538,10532
34361,607,24917
34360,383,28012
34359,1769,297
34358,1531,18687
34357,4191,52
34356,1629,6647
34355,1531,3477
34354,1545,877
34353,2021,1397
34352,1125,2657
34351,131,8787
34350,873,11607
34349,3883,4907
34348,2315,23307
34347,2014,2052
34346,621,3622
34345,446,16392
34343,3078,22042
34342,1055,1717
34341,614,582
34340,404,32992
34338,467,2362
34337,1846,6952
34336,698,582
34335,1279,6322
34334,1888,362
34333,684,5832
34332,306,10517
34327,2189,4162
34326,404,32462
34324,362,3472
34323,684,812
34322,2392,4257
34321,152,2672
34320,1426,28027
34318,131,112
34316,2133,6167
34315,1531,8667
34313,1265,16437
34312,1363,1572
34311,2371,6217
34310,390,19157
34308,3078,7822
34307,3358,1937
34306,3085,14842
34305,82,19222
34304,12,10627
34303,803,14117
34302,2021,8642
34301,306,17832
34300,2301,4317
34299,481,4992
34298,4149,527
34295,2357,5777
34294,922,4517
34293,3876,3472
34292,446,14647
34291,922,2122
34288,404,9992
34287,180,34752
34286,4345,1782
34285,3848,1132
34284,3785,8042
34283,26,7952
34281,3120,1572
34280,712,7927
34279,3106,1037
34278,1216,2297
34277,82,41677
34276,607,2552
34275,684,577
34272,845,662
34271,3764,1402
34270,208,57
34269,12,2862
34268,537,3527
34267,12,15547
34266,866,2547
34264,614,5657
34263,1706,422
34262,3946,347
34261,1622,6217
34260,2112,13332
34257,1146,352
34255,4646,5972
34252,264,5222
34250,3561,3082
34249,1027,927
34248,2252,592
34246,2049,11607
34245,2084,8727
34244,1643,14787
34243,1853,2782
34242,2063,8457
34240,341,3247
34239,2112,1387
34238,698,12977
34237,1559,3177
34235,922,132
34234,1433,1982
34233,1111,12197
34232,397,5382
34231,82,18922
34230,383,2507
34229,2763,2697
34227,1013,10607
34226,1153,7362
34225,824,792
34224,2021,5227
34223,439,23247
34222,1349,8492
34221,1741,6167
34220,383,617
34219,698,1672
34217,481,1197
34216,1811,19387
34215,3078,1057
34214,922,5347
34213,1909,11242
34212,621,4027
34211,565,1192
34210,747,8822
34209,1251,2727
34207,3505,3042
34206,4646,10822
34205,145,36247
34204,334,3517
34203,1531,887
34202,908,6152
34201,2637,1907
34200,2189,6052
34199,12,1222
34197,1398,3292
34194,558,3082
34193,3946,6107
34192,1664,967
34190,1790,3472
34188,292,1657
34187,2182,5057
34186,698,2212
34185,152,727
34184,1111,12717
34183,530,35007
34182,320,20377
34181,2770,4042
34180,1461,12162
34179,4590,1172
34178,404,52
34176,271,23927
34175,180,15877
34174,3218,6547
34173,1125,3232
34172,852,5232
34171,3127,17677
34170,299,1232
34169,1706,1172
34168,2070,23507
34167,887,26912
34166,320,1147
34164,3925,9617
34163,439,16537
34160,1006,3082
34159,908,12992
34157,54,197
34156,1328,16267
34155,1216,3892
34153,418,2382
34152,19,572
34151,82,14537
34150,691,13997
34147,1748,44387
34146,2091,9082
34144,1769,10272
34143,3589,1967
34141,4548,17
34139,481,14027
34138,320,862
34137,1524,417
34136,3127,2877
34135,201,8552
34133,481,25212
34132,887,16437
34130,2441,28627
34127,180,26452
34126,2287,3762
34124,3400,197
34123,894,10977
34122,1055,5442
34121,2546,6662
34120,1517,28792
34119,26,822
34118,12,6087
34117,558,322
34116,82,32822
34115,530,5052
34114,1664,9007
34113,2812,4672
34112,1202,18242
34110,2210,5327
34108,1041,787
34106,1104,37
34105,4219,22487
34104,936,2182
34102,1461,6422
34101,1615,2572
34098,243,29797
34097,1531,17987
34095,467,14712
34094,2161,10822
34093,3022,4952
34092,4646,357
34091,712,7097
34090,1825,2727
34089,1426,12492
34088,2525,1667
34087,4149,3057
34086,26,4132
34085,2553,2327
34083,747,3167
34082,1076,1887
34081,12,7422
34080,873,24857
34079,1139,21947
34078,82,6547
34076,2189,5227
34075,1188,6832
34074,82,32452
34073,215,3472
34072,4072,197
34071,3015,2592
34070,1440,8232
34069,3645,8042
34068,838,7367
34067,3841,11707
34066,439,1257
34065,1650,5407
34064,2385,1412
34062,607,8642
34061,397,6317
34060,2497,1442
34059,3022,3642
34058,201,2867
34057,313,34617
34056,1097,362
34054,68,3422
34053,1790,72
34052,936,7932
34051,75,7162
34050,299,2667
34049,1692,11712
34048,201,19772
34047,663,25787
34046,2392,16477
34045,2392,432
34044,397,18022
34042,691,8827
34041,1916,27377
34039,1944,1842
34038,3120,7692
34037,2658,4302
34035,2231,7362
34034,320,34432
34033,1055,15957
34032,439,14917
34029,3393,14067
34028,1510,3057
34027,971,25002
34026,1902,1347
34025,1041,5657
34024,1111,19717
34023,1706,2117
34021,1041,7112
34019,4611,11437
34018,285,6052
34017,75,38247
34016,1825,3957
34015,404,1222
34014,1251,2037
34013,684,5717
34011,698,17322
34010,1174,1317
34009,271,9342
34008,2294,24392
34007,2112,22852
34006,3351,7997
34005,3967,4522
34003,299,16177
34002,901,7437
34000,1167,6692
33999,103,15937
33998,180,2587
33997,75,44187
33996,2385,18307
33995,341,24452
33994,1923,17
33992,1279,17862
33991,82,17957
33990,2294,11072
33987,1300,26032
33986,3792,14117
33985,2238,4082
33984,1202,1312
33982,404,9957
33980,2868,24387
33979,2595,3797
33978,761,2227
33977,957,1272
33976,12,17052
33975,719,5102
33974,404,897
33972,1125,892
33971,922,2407
33970,306,4862
33969,1328,827
33966,180,9047
33962,3190,2217
33961,3883,5327
33960,404,5667
33959,82,9172
33958,3379,2112
33957,3946,11557
33956,2882,12772
33955,1111,422
33954,1783,6067
33952,3351,4012
33950,866,1412
33949,614,2872
33948,180,10127
33947,2476,6462
33946,1034,5982
33945,3575,2517
33944,1790,132
33943,950,6167
33942,383,2057
33940,1433,417
33939,299,312
33936,873,22432
33935,2021,1912
33934,2574,21747
33933,1293,25302
33931,180,32582
33930,397,6917
33929,2231,12882
33928,649,122
33926,698,11327
33925,201,7382
33922,222,1917
33920,1111,3122
33919,4415,2552
33918,1559,192
33916,523,5357
33915,2021,182
33913,299,3157
33912,565,5532
33911,2189,11187
33910,1139,102
33907,82,24577
33902,1251,1457
33901,1804,28082
33900,964,1262
33898,3701,21552
33896,404,16322
33894,12,4382
33893,2966,3762
33892,131,8472
33891,404,13072
33890,264,2012
33889,2770,9042
33888,2553,4692
33887,257,27907
33886,509,1112
33885,82,16057
33884,4478,5462
33883,82,19212
33881,642,6102
33880,383,20237
33879,187,19982
33878,2462,237
33877,2000,1877
33876,124,15312
33875,404,11127
33874,89,177
33873,3358,18977
33872,2434,4102
33870,936,13127
33868,1741,3762
33867,75,5587
33866,1300,11387
33865,565,1897
33864,292,6232
33863,369,8552
33862,4569,14092
33861,1328,3427
33860,3617,3307
33859,873,5082
33856,222,1032
33854,131,11522
33852,201,977
33851,19,14442
33850,1258,8752
33849,2812,8057
33848,1286,2687
33847,663,11162
33846,180,3537
33845,1370,6177
33844,614,3797
33843,3876,39472
33842,607,6092
33841,390,3797
33840,12,1877
33839,2777,947
33837,208,42452
33836,754,2242
33835,908,18422
33834,3596,2302
33833,271,24132
33832,845,17452
33831,4184,4017
33829,299,3177
33828,1797,212
33827,208,8192
33826,1286,21397
33825,481,1242
33824,3897,1172
33823,3309,12937
33822,523,417
33821,2133,3822
33819,2427,7322
33818,817,967
33817,12,34657
33816,1741,27032
33814,3708,10672
33813,2245,5442
33812,1461,7422
33811,271,9747
33810,3211,3407
33809,3897,17002
33807,684,2727
33803,1244,3422
33802,278,12717
33801,565,8107
33800,2889,3622
33799,285,627
33798,2847,4582
33796,2385,37557
33794,873,41227
33793,2763,13472
33792,2770,3642
33791,1440,14862
33790,82,15237
33789,908,1872
33787,152,17382
33786,404,9012
33784,264,1647
33783,1279,3202
33781,180,19212
33779,544,1222
33777,180,5647
33776,264,14977
33775,1195,11737
33773,341,342
33771,2315,13557
33770,1664,6722
33769,3519,17
33768,971,6252
33767,19,3062
33766,1111,4797
33765,1398,6422
33764,677,5042
33763,2952,9497
33762,2273,7317
33761,271,24007
33760,4422,887
33759,2301,5647
33758,75,11077
33757,75,2182
33755,1111,25022
33754,1419,22567
33753,2896,3307
33752,75,27322
33751,873,27002
33750,75,14922
33749,481,1387
33748,1958,3367
33746,523,192
33745,698,5962
33744,2140,4037
33742,747,5797
33741,1860,2562
33740,3400,6482
33739,1909,10532
33738,12,11257
33737,12,18627
33736,1713,15252
33735,4541,2827
33734,3085,3657
33733,3617,18772
33732,1580,12192
33730,1174,1452
33729,649,2947
33728,292,1667
33727,1531,12437
33726,1832,1402
33725,1769,1907
33724,747,26697
33723,453,9272
33722,208,24017
33720,1181,252
33719,1790,6537
33718,446,17182
33717,383,37837
33716,4429,8812
33714,2742,15772
33713,306,38367
33712,12,1202
33711,1426,19137
33709,1055,9692
33708,1496,2887
33707,1041,342
33706,873,1137
33705,215,1442
33704,495,6647
33702,180,3262
33701,4541,1212
33700,873,30427
33699,1440,17652
33698,89,5222
33697,467,8112
33696,152,1527
33695,390,9782
33694,1300,14612
33693,1111,2417
33692,82,44442
33691,75,14647
33690,4212,27787
33689,712,10137
33688,1104,17747
33687,3232,557
33686,1426,5777
33685,222,4352
33684,2994,16527
33683,810,2182
33682,1580,8797
33681,614,3622
33680,243,3762
33679,1111,1222
33678,1300,4077
33677,782,20702
33675,614,3302
33674,2112,4132
33673,2385,11167
33672,2014,41607
33671,1300,22837
33669,404,3877
33668,1300,39357
33666,278,4702
33665,1006,19212
33664,845,21432
33662,4247,362
33661,3197,5397
33660,1174,29027
33658,1706,8467
33656,1006,1437
33655,82,7082
33654,2140,3797
33652,2084,5327
33651,3386,1412
33650,2378,1897
33649,649,3177
33648,607,10757
33647,2714,2597
33646,3428,497
33645,922,8587
33644,1916,14922
33643,4247,882
33642,635,9327
33641,1748,20487
33640,180,18182
33638,2077,28527
33637,3477,1477
33635,2917,2517
33634,635,1327
33633,1615,5797
33632,75,1582
33629,740,10517
33628,488,952
33627,1713,33497
33626,3946,1967
33625,152,21462
33624,628,2752
33622,3652,1242
33618,1804,4532
33617,873,27682
33616,1895,10152
33615,383,12992
33614,4310,20857
33613,628,9747
33612,1692,14807
33611,1300,5622
33610,621,3177
33609,82,7667
33607,404,5657
33606,404,6537
33605,3904,672
33604,3953,27
33603,516,7607
33602,313,25192
33601,887,13117
33600,1265,26087
33599,922,5227
33598,152,1037
33597,208,2867
33596,2133,13767
33595,901,3797
33594,873,25592
33592,810,13002
33590,936,4267
33589,4674,1182
33588,383,29477
33587,1055,3037
33586,481,727
33585,3757,2242
33584,1573,1442
33583,82,157
33582,2924,7337
33581,747,21032
33580,82,33622
33579,2126,2407
33577,383,4907
33576,1909,19517
33575,3834,4117
33574,2896,2562
33573,3946,592
33571,1132,827
33570,3071,2887
33568,698,57
33566,992,822
33565,691,1302
33564,3855,1402
33563,2945,7292
33562,1615,22112
33561,1566,2437
33560,558,11042
33559,404,2852
33558,2616,402
33556,180,9897
33555,1426,7827
33554,1972,5057
33553,2770,572
33552,3323,967
33551,1153,6172
33550,810,6357
33549,82,33457
33548,3323,7342
33547,12,5052
33546,320,17077
33545,3757,2392
33544,3015,11772
33543,3190,14422
33542,1111,11612
33541,201,12877
33540,3757,177
33539,3071,37592
33538,313,11952
33537,1286,7732
33536,404,1517
33535,1797,19907
33533,3743,6662
33531,4478,9707
33528,747,5947
33527,1489,15902
33526,306,15692
33525,1160,2587
33524,1174,19957
33523,2714,847
33521,544,18147
33519,1706,11457
33518,152,9047
33517,1055,1117
33516,922,9757
33515,1167,12592
33513,1804,2632
33512,2525,497
33511,3911,6782
33510,2826,7002
33508,2294,2512
33506,1860,8287
33505,4072,4582
33504,2497,5327
33502,747,967
33501,467,12002
33500,404,6222
33498,1125,14652
33497,1370,1402
33494,439,33292
33493,866,3797
33492,3554,23137
33491,894,8167
33490,2693,4382
33489,12,19512
33488,1062,2962
33486,404,11167
33485,1041,19087
33484,2245,4787
33483,404,31017
33482,614,7207
33480,194,997
33478,3281,1037
33477,439,14047
33476,208,36917
33475,4030,4647
33473,1167,10397
33472,2868,2352
33471,152,5507
33470,3890,13837
33469,257,10492
33467,3386,17
33465,341,19252
33464,75,34007
33463,2469,7482
33462,446,6327
33461,467,1232
33460,1279,1172
33459,1286,3422
33458,635,20177
33457,4310,11057
33456,2364,7982
33455,320,6582
33454,4373,3642
33453,1209,1917
33451,1174,10397
33450,4198,9987
33449,383,4052
33447,383,7467
33446,1300,507
33445,208,8402
33442,425,3407
33441,1643,18127
33440,1328,7542
33438,698,10882
33437,880,23247
33436,383,11472
33435,936,4812
33433,96,1457
33432,2532,947
33431,1230,1392
33430,2819,6287
33429,1559,13397
33428,1790,3762
33427,89,5227
33426,537,10852
33424,89,40667
33423,922,3177
33421,1874,6232
33420,1153,447
33419,1006,7647
33417,82,38827
33416,2133,1347
33415,2861,2312
33414,1321,4497
33413,824,6987
33412,1202,1532
33411,481,4722
33410,2595,5382
33409,383,4517
33407,12,2847
33406,817,32
33404,1930,2707
33402,691,10242
33401,1195,1172
33400,817,12722
33399,2917,7167
33398,1251,6122
33396,89,11882
33395,383,11247
33394,1202,10417
33393,180,942
33392,1797,14512
33390,908,2872
33389,313,28312
33388,2392,1302
33386,2035,8042
33385,530,2437
33384,1615,5192
33383,4016,1532
33381,1741,11427
33380,1006,3752
33379,2770,15517
33378,1041,3307
33377,12,9552
33375,313,3062
33374,1713,12767
33372,2294,6937
33371,369,5747
33370,19,7292
33369,152,457
33368,3190,28842
33366,873,1197
33365,3925,6027
33363,61,8752
33362,2805,452
33361,1405,3477
33359,397,6242
33357,1818,362
33356,124,10532
33354,334,16797
33353,82,22617
33351,61,5897
33350,1804,23267
33349,1538,952
33348,1041,16852
33347,2630,2377
33346,2189,3587
33345,1776,3902
